ID;Generation Number;Generation Size;DD Size;Number of DD;Runtime;Tests per Minute;Average Test Execution Time;Average DD Runtime;Total primary score increase;Total secondary increase
0;64;0;0;0;                          0ns;-nan;                          0ns;                          0ns;0.000000;0.000000
1;66;2000;114;10;        10s 659ms 675μs 241ns;12684.000000;                        -18377961154525ns;            741ms 164μs 840ns;0.000000;0.000000
8;24b91;2000;962;10;     1m  1s 790ms  23μs 826ns;2913.442623;                        -23852207575471ns;        12s 866ms 833μs 498ns;2008.000000;0.000000
2;1a07;2000;123;10;        14s 941ms 381μs 400ns;9098.571429;                        -17745720166784ns;            833ms 157μs 819ns;657.000000;0.000000
6;1aa79;2000;354;10;        37s 319ms 633μs 389ns;3817.297297;                        -18506358375668ns;         3s 431ms 495μs 933ns;1444.000000;0.000000
3;3da6;2000;139;10;        13s 540ms 534μs 535ns;9872.307692;                        -13760310791888ns;            881ms 142μs 921ns;659.000000;0.000000
11;2e6a8;2000;91;11;        25s  97ms 438μs 352ns;5018.400000;                        -29287604704155ns;            749ms 126μs 868ns;2828.000000;0.000000
10;2ba81;2000;1269;10;     1m 31s  76ms 583μs 876ns;2155.384615;                        -32062406677194ns;        22s 940ms 371μs 981ns;2555.000000;0.000000
5;12e9e;2000;500;10;        20s 946ms 781μs 586ns;7500.000000;                        -36263057363588ns;         3s  91ms 937μs 482ns;1105.000000;0.000000
9;291d4;2000;962;10;     1m 10s 221ms 380μs 190ns;2538.857143;                        -25046320014016ns;        16s 959ms 301μs  85ns;2101.000000;0.000000
7;1cff2;2000;449;10;        40s 805ms 348μs   7ns;3673.500000;                        -25481750237014ns;         3s 746ms 757μs 165ns;2008.000000;0.000000
4;10571;2000;160;10;        17s 241ms 551μs 928ns;7623.529412;                        -21257733326640ns;         1s  65ms 827μs 289ns;659.000000;0.000000
