ID;TotalTests;Skipped;Prefix;Approx;BatchCount;Level;Total Reduction %: Length;Total Reduction %: Primary;Total Reduction %: Secondary;Runtime;Average Test Runtime
-;76;0;76;52;6;944;-nan;-nan;-nan;        10s 245ms 774μs  51ns;                        -71050105616744ns
-;2518;26;2526;1736;227;944;-nan;-nan;-nan;     5m 38s 110ms 543μs 713ns;                        -2344653485352553ns
