Number of Generations;Number of DeltaDebugging;Generated Tests;DD Tests;Prefix Excluded Tests;Approximation Excluded Tests;Total Tests;Negative Tests;Positive Tests;Unfinished Tests;Undefined Tests;Runtime;Average Tests per Minute;Natural Exit;LastInput Exit;Terminated Exit;Timeout Exit;FragmentTimeout Exit;Memory Exit;Pipe Exit;InitError Exit;Repeat Exit
37;360;359584;1369582;1742180;3014693;1729166;1154272;0;574894;0;   602m 13s 893ms 155μs 469ns;2871.335344;1729166;0;0;0;0;0;0;0;0
