ID;TotalTests;Skipped;Prefix;Approx;BatchCount;Level;Total Reduction %: Length;Total Reduction %: Primary;Total Reduction %: Secondary;Runtime;Average Test Runtime
-;81;3;65;31;6;751;-nan;-nan;-nan;         5s  47ms 918μs 332ns;                        -44552719246010ns
-;2118;100;1715;809;158;751;-nan;-nan;-nan;     2m 11s 245ms 876μs 655ns;                        -1158370700396280ns
