ID;Generation Number;Generation Size;DD Size;Number of DD;Runtime;Tests per Minute;Average Test Execution Time;Average DD Runtime;Total primary score increase;Total secondary increase
828;b12c1;190;0;0;         8s  26ms 671μs 798ns;1425.000000;            210ms 614μs 153ns;                          0ns;0.000000;0.000000
827;b0e9a;200;0;0;         8s 398ms 146μs 535ns;1500.000000;            206ms 980μs 152ns;                          0ns;0.000000;0.000000
826;b0ab9;200;0;0;         8s 452ms  44μs 943ns;1500.000000;            209ms 562μs 814ns;                          0ns;0.000000;0.000000
825;b078c;200;0;0;         8s 506ms 646μs 918ns;1500.000000;            210ms 205μs 725ns;                          0ns;0.000000;0.000000
824;b0467;200;0;0;         8s 458ms 916μs 949ns;1500.000000;            209ms 589μs 532ns;                          0ns;0.000000;0.000000
823;b011e;200;0;0;         8s 364ms 220μs 128ns;1500.000000;            205ms 975μs 601ns;                          0ns;0.000000;0.000000
822;afddf;200;0;0;         8s 385ms  25μs  25ns;1500.000000;            207ms 703μs  50ns;                          0ns;0.000000;0.000000
821;afa6e;200;0;0;         8s 306ms 144μs 513ns;1500.000000;            206ms  65μs 790ns;                          0ns;0.000000;0.000000
820;af743;200;0;0;         8s 406ms 803μs 313ns;1500.000000;            207ms 792μs 764ns;                          0ns;0.000000;0.000000
819;af3b0;200;0;0;         8s 353ms 293μs 834ns;1500.000000;            207ms  78μs 451ns;                          0ns;0.000000;0.000000
818;af09f;200;0;0;         8s 571ms 690μs 428ns;1500.000000;            212ms 305μs 604ns;                          0ns;0.000000;0.000000
817;aed68;200;0;0;         8s 428ms 230μs 753ns;1500.000000;            208ms 938μs 598ns;                          0ns;0.000000;0.000000
816;ae9ed;200;0;0;         8s 411ms 258μs 823ns;1500.000000;            207ms 664μs 642ns;                          0ns;0.000000;0.000000
815;ae670;200;0;0;         8s 816ms 600μs 336ns;1500.000000;            217ms 853μs  80ns;                          0ns;0.000000;0.000000
814;ae2a9;200;0;0;         8s 400ms 206μs 976ns;1500.000000;            206ms 440μs 720ns;                          0ns;0.000000;0.000000
813;adf6c;200;0;0;         8s 356ms  37μs 499ns;1500.000000;            207ms 243μs 884ns;                          0ns;0.000000;0.000000
812;adb95;200;0;0;         8s 316ms 135μs 882ns;1500.000000;            206ms 259μs 335ns;                          0ns;0.000000;0.000000
811;ad7fc;200;0;0;         8s 344ms 966μs 941ns;1500.000000;            206ms 687μs 211ns;                          0ns;0.000000;0.000000
810;ad4c5;200;0;0;         8s 266ms 600μs 670ns;1500.000000;            204ms  44μs 550ns;                          0ns;0.000000;0.000000
809;ad154;200;0;0;         8s 348ms 244μs 700ns;1500.000000;            206ms 269μs 798ns;                          0ns;0.000000;0.000000
808;ace2b;200;0;0;         8s 255ms 939μs 498ns;1500.000000;            204ms 262μs 888ns;                          0ns;0.000000;0.000000
807;acb2a;200;0;0;         8s 312ms  84μs 687ns;1500.000000;            205ms 884μs 515ns;                          0ns;0.000000;0.000000
806;ac7f5;200;0;0;         8s 226ms 567μs  73ns;1500.000000;            203ms 565μs 992ns;                          0ns;0.000000;0.000000
805;ac496;200;0;0;         8s 260ms 980μs  15ns;1500.000000;            204ms  12μs 313ns;                          0ns;0.000000;0.000000
804;ac127;200;0;0;         8s 263ms 638μs 323ns;1500.000000;            203ms  41μs 214ns;                          0ns;0.000000;0.000000
803;abe02;200;0;0;         8s 264ms  55μs 934ns;1500.000000;            204ms 958μs 944ns;                          0ns;0.000000;0.000000
802;abb0d;200;0;0;         8s 356ms 801μs 436ns;1500.000000;            207ms  49μs 704ns;                          0ns;0.000000;0.000000
801;ab7e8;200;0;0;         8s 234ms 922μs 543ns;1500.000000;            203ms 353μs 112ns;                          0ns;0.000000;0.000000
800;ab4a1;200;0;0;         8s 214ms 388μs 471ns;1500.000000;            203ms 189μs 195ns;                          0ns;0.000000;0.000000
799;ab170;200;0;0;         8s 217ms  67μs 856ns;1500.000000;            203ms 234μs 396ns;                          0ns;0.000000;0.000000
798;aae63;200;0;0;         8s 368ms 104μs  32ns;1500.000000;            206ms 848μs 795ns;                          0ns;0.000000;0.000000
797;aab30;200;0;0;         8s 347ms 773μs 726ns;1500.000000;            206ms 393μs 263ns;                          0ns;0.000000;0.000000
796;aa7a1;200;0;0;         8s 229ms 357μs 295ns;1500.000000;            203ms 792μs 389ns;                          0ns;0.000000;0.000000
795;aa428;200;0;0;         8s 191ms 767μs 582ns;1500.000000;            202ms 150μs 727ns;                          0ns;0.000000;0.000000
794;aa121;200;0;0;         8s  71ms 745μs 786ns;1500.000000;            198ms 847μs  96ns;                          0ns;0.000000;0.000000
793;a9dc8;200;0;0;         8s 198ms 866μs 638ns;1500.000000;            199ms 581μs 716ns;                          0ns;0.000000;0.000000
792;a9a95;200;0;0;         8s 183ms 597μs 812ns;1500.000000;            202ms 796μs 731ns;                          0ns;0.000000;0.000000
791;a9760;200;0;0;         8s 262ms 612μs 952ns;1500.000000;            203ms 968μs 645ns;                          0ns;0.000000;0.000000
790;a945d;200;0;0;         8s 165ms 538μs 808ns;1500.000000;            202ms 282μs 487ns;                          0ns;0.000000;0.000000
789;a911e;200;0;0;         8s  84ms 833μs 616ns;1500.000000;            200ms 124μs 130ns;                          0ns;0.000000;0.000000
788;a8db3;200;0;0;         8s 255ms 668μs 834ns;1500.000000;            203ms 952μs 793ns;                          0ns;0.000000;0.000000
787;a8a3a;200;0;0;         8s 100ms 541μs 776ns;1500.000000;            199ms 432μs 924ns;                          0ns;0.000000;0.000000
786;a86db;200;0;0;         8s  48ms 562μs 613ns;1500.000000;            199ms 292μs 193ns;                          0ns;0.000000;0.000000
785;a83b0;200;0;0;         8s  58ms 764μs  51ns;1500.000000;            199ms 331μs 658ns;                          0ns;0.000000;0.000000
784;a8081;200;0;0;         8s 118ms  84μs 428ns;1500.000000;            200ms 969μs   4ns;                          0ns;0.000000;0.000000
783;a7d0c;200;0;0;         8s  71ms 278μs 522ns;1500.000000;            198ms 992μs 885ns;                          0ns;0.000000;0.000000
782;a796f;200;0;0;         8s  11ms  46μs 981ns;1500.000000;            198ms  97μs 882ns;                          0ns;0.000000;0.000000
781;a764e;200;0;0;         8s  43ms 337μs 371ns;1500.000000;            199ms 498μs 676ns;                          0ns;0.000000;0.000000
780;a72b3;200;0;0;         8s 140ms 525μs 529ns;1500.000000;            201ms 149μs 321ns;                          0ns;0.000000;0.000000
779;a6e68;200;0;0;         8s  41ms 883μs 783ns;1500.000000;            198ms 987μs 450ns;                          0ns;0.000000;0.000000
778;a6b01;200;0;0;         8s  93ms 893μs  37ns;1500.000000;            200ms 438μs  46ns;                          0ns;0.000000;0.000000
777;a674c;200;0;0;         8s  28ms 545μs 211ns;1500.000000;            197ms 953μs 585ns;                          0ns;0.000000;0.000000
